Designator,Mid X,Mid Y,Layer,Rotation
C1,20.3800mm,-45.9800mm,Top,0
C2,26.8800mm,-45.9800mm,Top,0
C3,38.2525mm,-52.7512mm,Top,0
D1,36.9000mm,-42.7500mm,Top,0
J1,50.5800mm,-53.6000mm,Top,0
R1,19.3500mm,-3.5500mm,Top,0
R2,19.3500mm,-6.3500mm,Top,0
U2,24.0000mm,-50.7500mm,Top,0
